level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	512	720	-1	
2	1	1	0	0	0	48	60	332	255	-1	
3	1	1	1	0	0	48	60	332	255	-1	
4	1	1	1	1	0	48	60	290	19	-1	
5	1	1	1	1	1	48	60	36	15	96.985298	The
5	1	1	1	1	2	93	60	27	15	96.597763	old
5	1	1	1	1	3	129	60	50	15	96.109634	clock
5	1	1	1	1	4	186	60	59	15	96.898376	ticked
5	1	1	1	1	5	254	60	21	15	96.805122	all
5	1	1	1	1	6	285	60	53	19	96.780533	night.
4	1	1	1	2	0	49	100	329	19	-1	
5	1	1	1	2	1	49	100	35	15	96.990082	She
5	1	1	1	2	2	93	100	59	15	96.742165	drinks
5	1	1	1	2	3	161	100	59	15	96.271065	coffee
5	1	1	1	2	4	229	104	54	15	96.893997	every
5	1	1	1	2	5	292	100	86	19	96.534821	morning.
4	1	1	1	3	0	48	140	332	19	-1	
5	1	1	1	3	1	48	140	60	15	64.262321	Acool
5	1	1	1	3	2	116	140	45	15	96.522682	wind
5	1	1	1	3	3	171	140	65	15	96.458122	moved
5	1	1	1	3	4	246	141	40	18	96.491020	past
5	1	1	1	3	5	294	140	31	15	96.671074	the
5	1	1	1	3	6	334	140	46	15	96.714600	door.
4	1	1	1	4	0	50	180	292	15	-1	
5	1	1	1	4	1	50	180	24	15	95.490425	He
5	1	1	1	4	2	82	180	36	15	96.175156	tied
5	1	1	1	4	3	129	180	25	15	96.456192	his
5	1	1	1	4	4	164	180	52	15	96.908897	boots
5	1	1	1	4	5	223	180	28	15	96.949760	for
5	1	1	1	4	6	257	180	32	15	96.301941	the
5	1	1	1	4	7	298	180	44	15	96.159363	hike.
4	1	1	1	5	0	48	220	327	19	-1	
5	1	1	1	5	1	48	220	36	15	96.933182	The
5	1	1	1	5	2	93	220	67	19	96.031769	garden
5	1	1	1	5	3	169	220	76	15	96.696747	smelled
5	1	1	1	5	4	254	220	18	15	96.696747	of
5	1	1	1	5	5	280	221	29	14	96.640503	cut
5	1	1	1	5	6	318	224	57	15	95.469368	grass.
4	1	1	1	6	0	50	260	299	19	-1	
5	1	1	1	6	1	50	260	47	15	96.660141	Birds
5	1	1	1	6	2	106	264	45	15	96.822151	sang
5	1	1	1	6	3	160	260	53	19	96.192741	softly
5	1	1	1	6	4	222	260	61	15	96.404831	before
5	1	1	1	6	5	292	260	57	15	96.730408	dawn.
4	1	1	1	7	0	50	300	312	15	-1	
5	1	1	1	7	1	50	300	50	15	96.832031	Fresh
5	1	1	1	7	2	110	300	54	15	96.521835	bread
5	1	1	1	7	3	173	300	63	15	96.805931	cooled
5	1	1	1	7	4	245	304	22	11	96.861725	on
5	1	1	1	7	5	275	300	32	15	96.458122	the
5	1	1	1	7	6	317	300	45	15	96.326210	rack.
