level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	512	720	-1	
2	1	1	0	0	0	48	60	348	259	-1	
3	1	1	1	0	0	48	60	315	15	-1	
4	1	1	1	1	0	48	60	315	15	-1	
5	1	1	1	1	1	48	60	36	15	96.987099	The
5	1	1	1	1	2	94	60	68	15	96.283157	market
5	1	1	1	1	3	171	60	68	15	96.132820	buzzed
5	1	1	1	1	4	248	60	39	15	97.001213	with
5	1	1	1	1	5	296	60	67	15	96.801529	voices.
3	1	1	2	0	0	48	100	290	19	-1	
4	1	1	2	1	0	48	100	290	19	-1	
5	1	1	2	1	1	48	100	13	15	58.267609	A
5	1	1	2	1	2	69	100	39	15	58.267609	cool
5	1	1	2	1	3	115	100	31	19	96.488503	fog
5	1	1	2	1	4	155	100	66	15	96.210861	settled
5	1	1	2	1	5	230	104	22	11	96.118286	on
5	1	1	2	1	6	260	100	32	15	95.936783	the
5	1	1	2	1	7	302	100	36	19	96.309967	bay.
3	1	1	3	0	0	48	140	348	179	-1	
4	1	1	3	1	0	48	140	300	19	-1	
5	1	1	3	1	1	48	140	36	15	96.370949	The
5	1	1	3	1	2	93	140	27	15	94.765739	old
5	1	1	3	1	3	130	140	33	15	95.791534	mill
5	1	1	3	1	4	172	140	32	15	95.791534	still
5	1	1	3	1	5	212	140	65	15	96.373528	turned
5	1	1	3	1	6	286	140	62	19	96.412827	slowly.
4	1	1	3	2	0	49	180	312	19	-1	
5	1	1	3	2	1	49	180	81	15	96.067886	Children
5	1	1	3	2	2	140	180	52	15	96.079750	raced
5	1	1	3	2	3	201	180	53	19	96.389786	along
5	1	1	3	2	4	262	180	32	15	96.254280	the
5	1	1	3	2	5	302	180	59	15	96.612396	shore.
4	1	1	3	3	0	48	220	277	19	-1	
5	1	1	3	3	1	48	220	36	15	96.945320	The
5	1	1	3	3	2	94	220	52	19	96.786057	porch
5	1	1	3	3	3	156	220	42	19	96.891228	light
5	1	1	3	3	4	205	220	83	15	96.626244	flickered
5	1	1	3	3	5	298	224	27	11	96.482323	on.
4	1	1	3	4	0	49	260	347	19	-1	
5	1	1	3	4	1	49	260	78	15	96.285652	Crickets
5	1	1	3	4	2	136	260	72	19	96.500633	chirped
5	1	1	3	4	3	216	260	77	19	96.336380	through
5	1	1	3	4	4	301	260	32	15	96.659172	the
5	1	1	3	4	5	342	260	54	19	96.343208	night.
4	1	1	3	5	0	48	300	332	19	-1	
5	1	1	3	5	1	48	300	36	15	96.991127	The
5	1	1	3	5	2	94	300	60	19	96.658920	bridge
5	1	1	3	5	3	164	300	51	19	96.210358	lights
5	1	1	3	5	4	225	300	85	15	96.669563	reflected
5	1	1	3	5	5	320	300	60	15	96.357162	below.
